drug_id,ema_code,name,manufacturer
4036,EMA-004036,Seretide Inhaler,Glaxosmithkline Single Member A.E.B.E.
4037,EMA-004037,Serevent,Glaxosmithkline Single Member A.E.B.E.
4038,EMA-004038,Serevent Diskus,Glaxosmithkline Single Member A.E.B.E.
4039,EMA-004039,Serkep,Viatris Limited
4040,EMA-004040,Serolux,Sandoz Gmbh
4041,EMA-004041,Seropin,Genepharm S.A.
4042,EMA-004042,Seropram,"Lundbeck Hellas, Gr"
4043,EMA-004043,Seropram,"Lundbeck Hellas, Gr"
4044,EMA-004044,Seropram,"Lundbeck Hellas, Gr"
4045,EMA-004045,Seroquel,Cheplapharm Arzneimittel Gmbh
4046,EMA-004046,Seroquel,Cheplapharm Arzneimittel Gmbh
4047,EMA-004047,Seroquel Xr,Cheplapharm Arzneimittel Gmbh
4048,EMA-004048,Seroquel Xr,Cheplapharm Arzneimittel Gmbh
4049,EMA-004049,Seror,Innovis Pharma
4050,EMA-004050,Serosmine,Itf Hellas S.A.
4051,EMA-004051,Serotiapin,Vocate Φαρμακευτικη Αε
4052,EMA-004052,Serotiapin Xr,Vocate Φαρμακευτικη Αε
4053,EMA-004053,Serotyp,Target Pharma Single Member Private Ltd
4054,EMA-004054,Seroxat,Glaxosmithkline Single Member A.E.B.E.
4055,EMA-004055,Sertral,Vianex S.A.
4056,EMA-004056,Sertraline Mylan,Mylan Pharmaceuticals Limited
4057,EMA-004057,Setrodan,Sja Pharm Ltd
4058,EMA-004058,Setrodan,Sja Pharm Ltd
4059,EMA-004059,Sevelamer Demo,Demo Abee
4060,EMA-004060,Sevelamer Faran,Faran S.A.
4061,EMA-004061,Sevelamer Mylan,Mylan Pharmaceuticals Limited
4062,EMA-004062,Sevikar,Pharmaserve Hellas S.A.C.I
4063,EMA-004063,Sevikar,Pharmaserve Hellas S.A.C.I
4064,EMA-004064,Sevikar Hct,Pharmaserve Hellas S.A.C.I
4065,EMA-004065,Sevorane Για Γενική Αναισθησία,Abbvie Pharmaceuticals S.A.
4066,EMA-004066,Sfinac,Velka Hellas S.A.
4067,EMA-004067,Shecalam,Rafarm Sa.
4068,EMA-004068,Shixofren,Pharmathen S.A.
4069,EMA-004069,Siargena,Genepharm S.A.
4070,EMA-004070,Siargena,Genepharm S.A.
4071,EMA-004071,Siberian,Rafarm Sa.
4072,EMA-004072,Sidipast,Demo Abee
4073,EMA-004073,Sielator,Medicair Bioscience Laboratories Ανωνυμη Φαρμακευτικη Εταιρεια
4074,EMA-004074,Sielator-T,Medicair Bioscience Laboratories Ανωνυμη Φαρμακευτικη Εταιρεια
4075,EMA-004075,Sielemit,Nassington Ltd
4076,EMA-004076,Sielemit,Nassington Ltd
4077,EMA-004077,Sieral,Mediapharm Ltd
4078,EMA-004078,Sildenafil Farmasyn,Farmasyn S.A.
4079,EMA-004079,Sildenafil Farmasyn,Farmasyn S.A.
4080,EMA-004080,Sildenafil Heremco,Heremco
4081,EMA-004081,Sildenafil Heremco,Heremco
4082,EMA-004082,Sildenafil Lyofin,"Lyofin Ltd, Greece"
4083,EMA-004083,Sildenafil Mylan,Mylan Pharmaceuticals Limited
4084,EMA-004084,Sildenafil Sandoz,Sandoz Gmbh
4085,EMA-004085,Sildenafil Vianex,Vianex S.A.
4086,EMA-004086,Siloam,Medimar Sa
4087,EMA-004087,Siltaben,Bennett Pharmaceuticals Sa
4088,EMA-004088,Siltaben Plus,Bennett Pharmaceuticals Sa
4089,EMA-004089,Simdax,Orion Corporation
4090,EMA-004090,Simeco Mint Flavour,Haleon Hellas Single Member Societe Anonyme
4091,EMA-004091,Simevin,Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A.
4092,EMA-004092,Simvacor,Kleva Pharmaceuticals
4093,EMA-004093,Simvalid,Vivax Pharmaceuticals Ltd
4094,EMA-004094,Simvaprol,Novendia Pharmaceuticals Ltd
4095,EMA-004095,Simvastatin Lapapharm,Lapapharm S.A.
4096,EMA-004096,Simvastatin Medicus,Medicus A.E
4097,EMA-004097,Simvastatin Mylan,Mylan Pharmaceuticals Limited
4098,EMA-004098,Simvastatin Norma,Norma Hellas S.A.
4099,EMA-004099,Simvasterol,Libytec Pharmaceutical S.A.
4100,EMA-004100,Simvatin,D.A.S.T. Biotech Pharm Ltd
4101,EMA-004101,Simvezor,Vocate Φαρμακευτικη Αε
4102,EMA-004102,Sinartrol,Vian S.A.
4103,EMA-004103,Sinartrol,Vian S.A.
4104,EMA-004104,Sindis,Bennett Pharmaceuticals Sa
4105,EMA-004105,Sinecod,Haleon Hellas Single Member Societe Anonyme
4106,EMA-004106,Singodem,Demo Abee
4107,EMA-004107,Singulair,Vianex S.A.
4108,EMA-004108,Singument-S,Sja Pharm Ltd
4109,EMA-004109,Singument-S,Sja Pharm Ltd
4110,EMA-004110,Sinora,Sintetica Gmbh
4111,EMA-004111,Sintrom,Merus Labs Luxco Ii S.À R.L.
4112,EMA-004112,Sinupret Extract,Bionorica Se
4113,EMA-004113,Sinupretoro,Bionorica Se
4114,EMA-004114,Sinvia,Elpen Pharmaceutical Co. Inc.
4115,EMA-004115,Sinvia Plus,Elpen Pharmaceutical Co. Inc.
4116,EMA-004116,Siranalen,Medochemie Hellas Sa
4117,EMA-004117,Sirdalud,Sandoz Pharmaceuticals D.D.
4118,EMA-004118,Sirodrol,Vianex S.A.
4119,EMA-004119,Siroflex,Farmellas Enterprises Ltd
4120,EMA-004120,Siroflex,Farmellas Enterprises Ltd
4121,EMA-004121,Sislaf,Faran S.A.
4122,EMA-004122,Sitagavia,Tad Pharma Gmbh
4123,EMA-004123,Sitagliptin + Metformin Apc,Apc Instytut Sp. Z O.O.
4124,EMA-004124,Sitagliptin Grindeks,Grindeks
4125,EMA-004125,Sitagliptin Mylan,Mylan Pharmaceuticals Limited
4126,EMA-004126,Sitagliptin Rafarm,Rafarm Sa.
4127,EMA-004127,Sitagliptin Sandoz,Sandoz Pharmaceuticals D.D.
4128,EMA-004128,Sitagliptin Uni-Pharma,Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A.
4129,EMA-004129,Sitagliptin Viofar,Viofar Ltd
4130,EMA-004130,Sitagliptin Zentiva,"Zentiva, K.S."
4131,EMA-004131,Sitagliptin/Metformin Grindeks,Grindeks
4132,EMA-004132,Sitagliptin/Metformin Libytec,Libytec Pharmaceutical S.A.
4133,EMA-004133,Sitagliptin+metformin Hydrochloride Pharmathen,Pharmathen S.A.
4134,EMA-004134,Sitagliptin+metformin Pharmazac,Pharmazac Sa
4135,EMA-004135,Sitagliptin+metformin Rafarm,Rafarm Sa.
4136,EMA-004136,Sitagliptin+metformin Sandoz,Sandoz Pharmaceuticals D.D.
4137,EMA-004137,Sitagliptin+metformin Viofar,Viofar Ltd
4138,EMA-004138,Sival-B,Adelco Chromatourgia Athinon E Colocotronis Bros Sa
4139,EMA-004139,Sivenacin,Rafarm Sa.
4140,EMA-004140,Sivenic,Rafarm Sa.
4141,EMA-004141,Sivinar,Anfarm Hellas Sa
4142,EMA-004142,Sivinar,Anfarm Hellas Sa
4143,EMA-004143,Sivolix,Demo Abee
4144,EMA-004144,Skinman Complete,Ecolab A.E.
4145,EMA-004145,Skinoren,Leo Pharma A/S
4146,EMA-004146,Skovolen,Demo Abee
4147,EMA-004147,Skovolen,Demo Abee
4148,EMA-004148,Skudexa,Menarini International Operations Luxembourg S.A.
4149,EMA-004149,Smecta,Ipsen Consumer Healthcare
4150,EMA-004150,Smegma-B6,Nassington Ltd
4151,EMA-004151,Smilitene,Rafarm Sa.
4152,EMA-004152,Smofkabiven,Fresenius Kabi Hellas Single Member S.A.
4153,EMA-004153,Smofkabiven Electrolyte Free,Fresenius Kabi Hellas Single Member S.A.
4154,EMA-004154,Smofkabiven Extra Nitrogen,Fresenius Kabi Hellas Single Member S.A.
4155,EMA-004155,Smofkabiven Extra Nitrogen Electrolyte Free,Fresenius Kabi Hellas Single Member S.A.
4156,EMA-004156,Smofkabiven Low Osmo Peripheral,Fresenius Kabi Hellas Single Member S.A.
4157,EMA-004157,Smofkabiven Low Osmo Peripheral,Fresenius Kabi Hellas Μονοπρόσωπη A.E.
4158,EMA-004158,Smofkabiven Nutribase,Fresenius Kabi Hellas Single Member S.A.
4159,EMA-004159,Smofkabiven Peripheral,Fresenius Kabi Hellas Single Member S.A.
4160,EMA-004160,Smoflipid,Fresenius Kabi Hellas Single Member S.A.
4161,EMA-004161,Smudal,Rafarm Sa.
4162,EMA-004162,Sodeprol,Cross Pharmaceuticals P.C.
4163,EMA-004163,Sodium Chloride (Viaflo) Baxter,Baxter Hellas
4164,EMA-004164,Sodium Chloride + Dextrose Bradex,Bradex S.A.
4165,EMA-004165,Sodium Chloride + Dextrose Cooper,Cooper Pharmaceuticals S.A.
4166,EMA-004166,Sodium Chloride + Dextrose Demo,Demo Abee
4167,EMA-004167,Sodium Chloride + Dextrose Vioser,Vioser S.A.
4168,EMA-004168,Sodium Chloride + Dextrose Βιοσερ,Vioser S.A.
4169,EMA-004169,Sodium Chloride + Dextrose Βιοσερ,Vioser S.A.
4170,EMA-004170,Sodium Chloride Baxter,Baxter Hellas
4171,EMA-004171,Sodium Chloride Bradex,Bradex S.A.
4172,EMA-004172,Sodium Chloride Cooper,Cooper Pharmaceuticals S.A.
4173,EMA-004173,Sodium Chloride Demo,Demo Abee
4174,EMA-004174,Sodium Chloride Demo Abee,Demo Abee
4175,EMA-004175,Sodium Chloride Fresenius,Fresenius Kabi Hellas Single Member S.A.
4176,EMA-004176,Sodium Chloride Fresenius,Fresenius Kabi Hellas Single Member S.A.
4177,EMA-004177,Sodium Chloride Injection Fresenius,Fresenius Kabi Hellas Single Member S.A.
4178,EMA-004178,Sodium Chloride Noridem,Noridem Enterprises Ltd
4179,EMA-004179,Sodium Chloride Uni-Pharma,Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A.
4180,EMA-004180,Sodium Chloride Βιοσερ,Vioser S.A.
4181,EMA-004181,Sodium Chloride Βιοσερ,Vioser S.A.
4182,EMA-004182,Sodium Chloride Βιοσερ,Vioser S.A.
4183,EMA-004183,Sodium Cromoglicate Preservative Free Rafarm,Rafarm Sa.
4184,EMA-004184,Sodium Iodide (131i) Diagnostic Capsules Ge Healthcare,Ge Healthcare Ae
4185,EMA-004185,Sodoum Chloride Injection Fresenius,Fresenius Kabi Hellas Single Member S.A.
4186,EMA-004186,Sofelin,Galenus Pharmaceuticals Sa
4187,EMA-004187,Softacort,Laboratoires Thea
4188,EMA-004188,Softigyn,Meditrina Pharmaceuticals Ltd
4189,EMA-004189,Sojourn,Piramal Critical Care B.V.
4190,EMA-004190,Solamid,Verisfield S.M.S.A
4191,EMA-004191,Solben,Innovis Pharma
4192,EMA-004192,Soldesanil,Diapit S.A.
4193,EMA-004193,Soldesanil,Diapit S.A.
4194,EMA-004194,Solezol,Anfarm Hellas Sa
4195,EMA-004195,Solian,Sanofi-Aventis Monoprosopi A.E.B.E
4196,EMA-004196,Solicare,Genepharm S.A.
4197,EMA-004197,Solicin,Ariti Sa
4198,EMA-004198,Solidon,Adelco Chromatourgia Athinon E Colocotronis Bros Sa
4199,EMA-004199,Solifenacin Sandoz,Sandoz Pharmaceuticals D.D.
4200,EMA-004200,Solifenacin Succinate + Tamsulosin Hydrochloride Ariti,Ariti Sa
4201,EMA-004201,Solnatec,Vian S.A.
4202,EMA-004202,Solosa,Sanofi-Aventis Monoprosopi A.E.B.E
4203,EMA-004203,Solta-Dex,Nassington Ltd
4204,EMA-004204,Solu-Cortef,Pfizer Hellas A.E.
4205,EMA-004205,Soludamin,Kleva Pharmaceuticals
4206,EMA-004206,Soludamin,Kleva Pharmaceuticals
4207,EMA-004207,Solu-Ket,Arriani Pharmaceuticals S.A.
4208,EMA-004208,Solumag,Ioulia And Irene Tseti Pharmaceutical Laboratories S.A.
4209,EMA-004209,Solumag 2f,Ioulia And Irene Tseti Pharmaceutical Laboratories S.A.
4210,EMA-004210,Solumag 2f,Ioulia And Irene Tseti Pharmaceutical Laboratories S.A.
4211,EMA-004211,Solumag Forte,Ioulia And Irene Tseti Pharmaceutical Laboratories S.A.
4212,EMA-004212,Soluric,Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A.
4213,EMA-004213,Soluterb,Cross Pharmaceuticals P.C.
4214,EMA-004214,Soluvit,Fresenius Kabi Hellas Single Member S.A.
4215,EMA-004215,Somabion,Medicus A.E
4216,EMA-004216,Somargen,Vocate Φαρμακευτικη Αε
4217,EMA-004217,Somaritin,Anfarm Hellas Sa
4218,EMA-004218,Somatuline Autogel,Ipsen M.E.P.E.
4219,EMA-004219,Soolantra,Galderma International
4220,EMA-004220,Sooneral,Nassington Ltd
4221,EMA-004221,Sopain Plus,Medichrom A.E.
4222,EMA-004222,Sopa-K,Iasis Pharma
4223,EMA-004223,Sopalamin-3b,Iasis Pharma
4224,EMA-004224,Soprazon 50mg/5ml,Vian S.A.
4225,EMA-004225,Sorafenib Sandoz,Sandoz Pharmaceuticals D.D.
4226,EMA-004226,Sorafenib Teva,Teva B.V
4227,EMA-004227,Soral,Help Abee
4228,EMA-004228,Sosmin,Rafarm Sa.
4229,EMA-004229,Sotalol Mylan,Mylan Pharmaceuticals Limited
4230,EMA-004230,Sotomycin,Bros Ltd
4231,EMA-004231,Sotovastin,Bros Ltd
4232,EMA-004232,Sotovon,Bros Ltd
4233,EMA-004233,Sozation,Genepharm S.A.
4234,EMA-004234,Spasmo-Apotel,Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A.
4235,EMA-004235,Spasmo-Apotel,Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A.
4236,EMA-004236,Spasmo-Apotel,Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A.
4237,EMA-004237,Spectracef,Faran S.A.
4238,EMA-004238,Spezato,Target Pharma Single Member Private Ltd
4239,EMA-004239,Spiolto Respimat,Boehringer Ingelheim International Gmbh
4240,EMA-004240,Spiriva,Boehringer Ingelheim International Gmbh
4241,EMA-004241,Spiriva Respimat,Boehringer Ingelheim International Gmbh
4242,EMA-004242,Splentir,Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A.
4243,EMA-004243,Sporanox,Janssen-Cilag Pharmaceutical S.A.C.I.
4244,EMA-004244,Sporilen,Libytec Pharmaceutical S.A.
4245,EMA-004245,Sporizole,Target Pharma Single Member Private Ltd
4246,EMA-004246,Stabilanol,Pharmathen Investments Group Limited
4247,EMA-004247,Stabilanol,Pharmathen Investments Group Limited
4248,EMA-004248,Staficort,Cross Pharmaceuticals P.C.
4249,EMA-004249,Stamicis,Cis Bio International
4250,EMA-004250,Stanexem,Genepharm S.A.
4251,EMA-004251,Staphyclox,Norma Hellas S.A.
4252,EMA-004252,Stasiva,Vian S.A.
4253,EMA-004253,Statinum,Farmellas Enterprises Ltd
4254,EMA-004254,Stativer,Cross Pharmaceuticals P.C.
4255,EMA-004255,Stavorio,Pharmathen S.A.
4256,EMA-004256,Stedon,Adelco Chromatourgia Athinon E Colocotronis Bros Sa
4257,EMA-004257,Stedon,Adelco Chromatourgia Athinon E Colocotronis Bros Sa
4258,EMA-004258,Stefaplex,Opus-Materia Ltd
4259,EMA-004259,Stefolant,Sja Pharm Ltd
4260,EMA-004260,Steinaclox,Medichrom A.E.
4261,EMA-004261,Stelazine,Vianex S.A.
4262,EMA-004262,Stephadilat-S,Bros Ltd
4263,EMA-004263,Stephadilat-S,Bros Ltd
4264,EMA-004264,Sterdax,Vita Longa I.K.E
4265,EMA-004265,Sterginox,Novopharm Pharmaceuticals Ltd
4266,EMA-004266,Sterillium,Bode Chemie Gmbh
4267,EMA-004267,Sterocardin,Norma Hellas S.A.
4268,EMA-004268,Stilnox,Sanofi-Aventis Monoprosopi A.E.B.E
4269,EMA-004269,Stimobral,Pharmabelle Ltd
4270,EMA-004270,Stoparen,Anfarm Hellas Sa
4271,EMA-004271,Stoparen,Anfarm Hellas Sa
4272,EMA-004272,Stoparen,Anfarm Hellas Sa
4273,EMA-004273,Straben,Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A.
4274,EMA-004274,Strattera,Pharmaserve-Lilly Saci
4275,EMA-004275,Strepfen,Reckitt Benckiser Hellas Healthcare Sa
4276,EMA-004276,Strepfen Direct Cherry & Mint,Reckitt Benckiser Hellas Healthcare Sa
4277,EMA-004277,Strepfen Direct Honey And Lemon,Reckitt Benckiser Hellas Healthcare Sa
4278,EMA-004278,Strepfen Orange Sugar Free,Reckitt Benckiser Hellas Healthcare Sa
4279,EMA-004279,Strepfen Sugar Free,Reckitt Benckiser Hellas Healthcare Sa
4280,EMA-004280,Strepsils,Reckitt Benckiser Hellas Healthcare Sa
4281,EMA-004281,Strepsils  Plus,Reckitt Benckiser Hellas Healthcare Sa
4282,EMA-004282,Strepsils  Warm,Reckitt Benckiser Hellas Healthcare Sa
4283,EMA-004283,Strepsils Classic,Reckitt Benckiser Hellas Healthcare Sa
4284,EMA-004284,Strepsils Honey & Lemon,Reckitt Benckiser Hellas Healthcare Sa
4285,EMA-004285,Strepsils Lemon Sugar Free,Reckitt Benckiser Hellas Healthcare Sa
4286,EMA-004286,Strepsils Orange Vit. C,Reckitt Benckiser Hellas Healthcare Sa
4287,EMA-004287,Stressigal,Anfarm Hellas Sa
4288,EMA-004288,Striverdi Respimat,Boehringer Ingelheim International Gmbh
4289,EMA-004289,Strondem,Demo Abee
4290,EMA-004290,Strubelin,"Lyofin Ltd, Greece"
4291,EMA-004291,Subcal-D3,Verisfield S.M.S.A
4292,EMA-004292,Sucryl,Rafarm Sa.
4293,EMA-004293,Suderlax,Nassington Ltd
4294,EMA-004294,Sugammadex Anabiosis,Anabiosis S.A.
4295,EMA-004295,Sugammadex Anfarm,Anfarm Hellas Sa
4296,EMA-004296,Sugammadex Ariti,Ariti Sa
4297,EMA-004297,Sugammadex Baxter,Baxter Holding B.V.
4298,EMA-004298,Sugammadex Demo,Demo Abee
4299,EMA-004299,Sugammadex Elpen,Elpen Pharmaceutical Co. Inc.
4300,EMA-004300,Sugammadex Pharmazac,Pharmazac Sa
4301,EMA-004301,Sugammadex Sandoz,Sandoz Pharmaceuticals D.D.
4302,EMA-004302,Sugammadex Stada,Stada Arzneimittel Ag
4303,EMA-004303,Sugammadex Vocate,Vocate Pharmaceuticals Sa
4304,EMA-004304,Sukontrol,Bennett Pharmaceuticals Sa
4305,EMA-004305,Sulbenin,Anfarm Hellas Sa
4306,EMA-004306,Sulpide,Medochemie Hellas Sa
4307,EMA-004307,Sumario,Medicina Pharmaceuticals S.A.
4308,EMA-004308,Sun-De3,Nassington Ltd
4309,EMA-004309,Sunidem,Demo Abee
4310,EMA-004310,Sunitinib Sandoz,Sandoz Pharmaceuticals D.D.
4311,EMA-004311,Sunitinib Teva,Teva B.V
4312,EMA-004312,Suomi,Verisfield S.M.S.A
4313,EMA-004313,Suomi Forte,Verisfield S.M.S.A
4314,EMA-004314,Suomicon,Medicair Bioscience Laboratories Cy Ltd
4315,EMA-004315,Superamin,Vianex S.A.
4316,EMA-004316,Superamin,Vianex S.A.
4317,EMA-004317,Suprane,Baxter Hellas
4318,EMA-004318,Supranitrin,Gap S.A.
4319,EMA-004319,Suprefact Depot 3 Μήνεσ,Cheplapharm Arzneimittel Gmbh
4320,EMA-004320,Suptimist,Bennett Pharmaceuticals Sa
4321,EMA-004321,Sutriptan,Verisfield S.M.S.A
4322,EMA-004322,Suvexx,Orion Corporation
4323,EMA-004323,Sylfio,Zwitter Pharmaceuticals Επε
4324,EMA-004324,Symbicort,Astrazeneca S.A
4325,EMA-004325,Symbicort Turbuhaler,Astrazeneca S.A
4326,EMA-004326,Symmetrel,Novartis (Hellas) S.A.C.I.
4327,EMA-004327,Synalar,Galenica Sa
4328,EMA-004328,Synalar Simple,Galenica Sa
4329,EMA-004329,Sythro,Desant Technologia Kallyntikon Kai Farmakon M.E.P.E.
4330,EMA-004330,T R A V O G E N,Leo Pharma A/S
4331,EMA-004331,T3,Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A.
4332,EMA-004332,T4,Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A.
4333,EMA-004333,Taberil,Medochemie Hellas Sa
4334,EMA-004334,Tadalafil Ariti,Ariti Sa
4335,EMA-004335,Tadalafil Flexmed,Flexmed Technologies & Innovations I.K.E
4336,EMA-004336,Tadalafil Heremco,Heremco
4337,EMA-004337,Tadalafil Sandoz,Sandoz Pharmaceuticals D.D.
4338,EMA-004338,Tadulan,Stada Arzneimittel Ag
4339,EMA-004339,Taflotan,Vianex S.A.
4340,EMA-004340,Tagamet,Vianex S.A.
4341,EMA-004341,Tagamet,Vianex S.A.
4342,EMA-004342,Tagrol,Elpen Pharmaceutical Co. Inc.
4343,EMA-004343,Talcid,Bayer Hellas Sa
4344,EMA-004344,Talerform,Demo Abee
4345,EMA-004345,Talerin,Demo Abee
4346,EMA-004346,Talerin,Demo Abee
4347,EMA-004347,Talerin,Demo Abee
4348,EMA-004348,Talgan,Anfarm Hellas Sa
4349,EMA-004349,Talgan,Anfarm Hellas Sa
4350,EMA-004350,Talinac,Demo Abee
4351,EMA-004351,Talorbin,Iasis Pharma
4352,EMA-004352,Talosin,Bennett Pharmaceuticals Sa
4353,EMA-004353,Talys,Lavipharm S.A
4354,EMA-004354,Tamarine,Gerolymatos International S.A.
4355,EMA-004355,Tamoril,Genepharm S.A.
4356,EMA-004356,Tamsol,Innovis Pharma
4357,EMA-004357,Tamsulijn,Elpen Pharmaceutical Co. Inc.
4358,EMA-004358,Tamsulosin Ariti,Ariti Sa
4359,EMA-004359,Tamvelier,Pharmathen Investments Group Limited
4360,EMA-004360,Tamvelier,Pharmathen Investments Group Limited
4361,EMA-004361,Tanafra,Pharmathen S.A.
4362,EMA-004362,Tanilas,Mayoly Pharma France
4363,EMA-004363,Tanlotim,Omnivision Gmbh
4364,EMA-004364,Tantum Verde,Angelini Pharma Hellas S.A.
4365,EMA-004365,Tantum Verde,Angelini Pharma Hellas S.A.
4366,EMA-004366,Tantum Verde Lemon,Angelini Pharma Hellas S.A.
4367,EMA-004367,Tantum Verde Orange-Honey,Angelini Pharma Hellas S.A.
4368,EMA-004368,Taptiqom,Vianex S.A.
4369,EMA-004369,Tardy-Fer,Pierre Fabre Farmaka Sa
4370,EMA-004370,Tardyferon,Pierre Fabre Farmaka Sa
4371,EMA-004371,Targocid,Vianex S.A.
4372,EMA-004372,Targoplanin,Vianex S.A.
4373,EMA-004373,Targoplanin 400mg,Vianex S.A.
4374,EMA-004374,Tarontal,Brain Therapeutics Μονοπροσωπη Ικε
4375,EMA-004375,Tavanic,Sanofi-Aventis Monoprosopi A.E.B.E
4376,EMA-004376,Tavoctame,Cooper Pharmaceuticals S.A.
4377,EMA-004377,Tavor,Pfizer Hellas A.E.
4378,EMA-004378,Taxoprol,Novendia Pharmaceuticals Ltd
4379,EMA-004379,Taxovina,Vocate Φαρμακευτικη Αε
4380,EMA-004380,Tazobion,Medicus A.E
4381,EMA-004381,Tazorex,Demo Abee
4382,EMA-004382,Tazorex,Demo Abee
4383,EMA-004383,Team-Biotic,Medicair Bioscience Laboratories Ανωνυμη Φαρμακευτικη Εταιρεια
4384,EMA-004384,Tearprol,Cooper Pharmaceuticals S.A.
4385,EMA-004385,Teceos,Cis Bio International
4386,EMA-004386,Technegen,Mediray Gpc
4387,EMA-004387,Technescan,Curium Netherlands B.V.
4388,EMA-004388,Technescan Dtpa,Curium Netherlands B.V.
4389,EMA-004389,Technescan Mag3,Curium Netherlands B.V.
4390,EMA-004390,Technescan Sestamibi,Curium Netherlands B.V.
4391,EMA-004391,Teglutik,Itf Hellas S.A.
4392,EMA-004392,Tegretol,Novartis (Hellas) S.A.C.I.
4393,EMA-004393,Teicoplanin Anfarm,Anfarm Hellas Sa
4394,EMA-004394,Teicoplanin Noridem,Noridem Enterprises Ltd
4395,EMA-004395,Teiplamil,Vocate Φαρμακευτικη Αε
4396,EMA-004396,Tektrotyd,Narodowe Centrum Badań Jądrowych
4397,EMA-004397,Tektrotyde,Mediray Gpc
4398,EMA-004398,Telarix,Logiscoop Pansyfa. Aee
4399,EMA-004399,Temserin,Vianex S.A.
4400,EMA-004400,Tenofovir Disoproxil Accord Pharma,Accord Healthcare S.L.U.
4401,EMA-004401,Tenofovir Disoproxil Vocate,Vocate Pharmaceuticals Sa
4402,EMA-004402,Tenoretic,Atnahs Pharma Netherlands B.V.
4403,EMA-004403,Tenormin,Atnahs Pharma Netherlands B.V.
4404,EMA-004404,Tentil,Rafarm Sa.
4405,EMA-004405,Tepram,Bennett Pharmaceuticals Sa
4406,EMA-004406,Teranfis,Anfarm Hellas Sa
4407,EMA-004407,Terbafin,Vianex S.A.
4408,EMA-004408,Terbafin 1%,Vianex S.A.
4409,EMA-004409,Terbin,Gabriel Health
4410,EMA-004410,Terbinafine Target,Target Pharma Single Member Private Ltd
4411,EMA-004411,Terbinafine Target,Target Pharma Single Member Private Ltd
4412,EMA-004412,Terbinafine Τοπικό Αντιμυκητιασικό Φάρμακο Target,Target Pharma Single Member Private Ltd
4413,EMA-004413,Terbiprol,Novendia Pharmaceuticals Ltd
4414,EMA-004414,Terebyo,Sandoz Pharmaceuticals D.D.
4415,EMA-004415,Tergio,Viatris Limited
4416,EMA-004416,Teriflunomide Genepharm,Genepharm S.A.
4417,EMA-004417,Teriflunomide Stada,Stada Arzneimittel Ag
4418,EMA-004418,Teriflunomide Teva,Teva Gmbh
4419,EMA-004419,Teriflunomide Winmedica,Win Medica Sa
4420,EMA-004420,Terilam,Medicair Bioscience Laboratories Ανωνυμη Φαρμακευτικη Εταιρεια
4421,EMA-004421,Terolac,Cooper Pharmaceuticals S.A.
4422,EMA-004422,Testogel,Laboratoires Besins International
4423,EMA-004423,Testolan,Pharmathen S.A.
4424,EMA-004424,Testosterone Enanthate Norma,Norma Hellas S.A.
4425,EMA-004425,Tetagam P,Csl Behring E.P.E.
4426,EMA-004426,Tetmodis,Aop Orphan Pharmaceuticals Gmbh
4427,EMA-004427,Tetrac,Zwitter Pharmaceuticals Επε
4428,EMA-004428,Tetracaine Hydrochloride Cooper,Cooper Pharmaceuticals S.A.
4429,EMA-004429,Tetravac,Sanofi Winthrop Industrie
4430,EMA-004430,Tetrofosmin Rotop,Rotop Pharmaka Gmbh
4431,EMA-004431,Tetrofosmin Rotop,Rotop Pharmaka Gmbh
4432,EMA-004432,Teveten,Viatris Healthcare Limited
4433,EMA-004433,Teveten Plus,Viatris Healthcare Limited
4434,EMA-004434,Tevoril,Novendia Pharmaceuticals Ltd
4435,EMA-004435,Tezulix,"Krka, D.D., Novo Mesto"
4436,EMA-004436,Thallium (201tl) Chloride Syn,Syn Innovation Laboratories Sa
4437,EMA-004437,Theditrax,Pharmathen S.A.
4438,EMA-004438,Theo-Dur,Lavipharm S.A
4439,EMA-004439,Theo-Dur,Lavipharm S.A
4440,EMA-004440,Theovix,Bros Ltd
4441,EMA-004441,Theracap,Ge Healthcare Ae
4442,EMA-004442,Theracor,Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A.
4443,EMA-004443,Theracor Plus,Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A.
4444,EMA-004444,Theroflan,Pharmathen S.A.
4445,EMA-004445,Thiamine Hydrochloride,Fresenius Kabi Hellas Single Member S.A.
4446,EMA-004446,Thilocof,Pharmex S.A.
4447,EMA-004447,Thilogel,Alcon Laboratories Hellas- Single Member S.A.C.I
4448,EMA-004448,Thordel,Target Pharma Single Member Private Ltd
4449,EMA-004449,Throimper,Mediapharm Ltd
4450,EMA-004450,Thrombax®,Viofar Ltd
4451,EMA-004451,Thymoglobuline,Sanofi B.V.
